path,transcription
TIMIT/data/TRAIN\DR1\MGRL0\VOCODED_SI2127.WAV.wav,THE GUTTURAL LANGUAGE FROM THE GHETTO STOPPED.
TIMIT/data/TRAIN\DR1\MGRL0\VOCODED_SI867.WAV.wav,A COMPLETE PLAN: WE HAVE MADE LIMITED APPLICATION OF THE PARALLEL LADDER PLAN.
TIMIT/data/TRAIN\DR1\MGRL0\VOCODED_SX147.WAV.wav,CORRECT EXECUTION OF MY INSTRUCTIONS IS CRUCIAL.
TIMIT/data/TRAIN\DR1\MGRL0\VOCODED_SX237.WAV.wav,THE COURIER WAS A DWARF.
TIMIT/data/TRAIN\DR1\MGRL0\VOCODED_SX327.WAV.wav,AL RECEIVED A JOINT APPOINTMENT IN THE BIOLOGY AND THE ENGINEERING DEPARTMENTS.
TIMIT/data/TRAIN\DR1\MGRL0\VOCODED_SX417.WAV.wav,VALLEY LODGE YEARLY CELEBRATES THE FIRST CALF BORN.
TIMIT/data/TRAIN\DR1\MGRL0\VOCODED_SX57.WAV.wav,THE PROWLER WORE A SKI MASK FOR DISGUISE.
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SI1467.WAV.wav,THE PLATFORM ACCELEROMETERS MUST BE SLIGHTLY MODIFIED FOR THIS PROCEDURE.
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SI2097.WAV.wav,"LEFT MINE MANY A TIME, ONLY SHE NEVER KNEW IT."
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SI837.WAV.wav,COMPUTERS ARE BEING USED TO KEEP BRANCH INVENTORIES AT MORE WORKABLE LEVELS.
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SX117.WAV.wav,THE MANGO AND THE PAPAYA ARE IN A BOWL.
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SX207.WAV.wav,DO YOU HEAR THE SLEIGH BELLS RINGING?
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SX27.WAV.wav,DID DAD DO ACADEMIC BIDDING?
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SX297.WAV.wav,ROCK-AND-ROLL MUSIC HAS A GREAT RHYTHM.
TIMIT/data/TRAIN\DR1\MJEB1\VOCODED_SX387.WAV.wav,THE GIANT REDWOODS SHIMMERED IN THE GLISTENING SUN.
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SI1291.WAV.wav,"THEY SHOULD LIVE IN MODEST CIRCUMSTANCES, AVOIDING ALL CONSPICUOUS CONSUMPTION."
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SI1381.WAV.wav,"BUT BRIEFLY, THE TOPPING CONFIGURATION MUST BE EXAMINED FOR ITS INFERENCES."
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SI751.WAV.wav,SERVE IN FRANKFURTER BUNS OR AS A MEAT DISH.
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SX121.WAV.wav,TRESPASSING IS FORBIDDEN AND SUBJECT TO PENALTY.
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SX211.WAV.wav,ONLY THE BEST PLAYERS ENJOY POPULARITY.
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SX301.WAV.wav,WE LIKE BLEU CHEESE BUT VICTOR PREFERS SWISS CHEESE.
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SX31.WAV.wav,A GOOD ATTITUDE IS UNBEATABLE.
TIMIT/data/TRAIN\DR1\MJWT0\VOCODED_SX391.WAV.wav,THEY ALL LIKE LONG HOT SHOWERS.
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SI1437.WAV.wav,A CONCURRENT EFFORT IS NEEDED TO MAKE OCEANOGRAPHIC DATA USEFUL ON THE SPOT.
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SI1533.WAV.wav,"AT HOME, YES, THEY ARGUED."
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SI2067.WAV.wav,"YEAH, SEEMS SO, DON'T IT, THE BOY LAUGHED, HUGGING HER CLOSE."
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SX177.WAV.wav,DOES CREOLE COOKING USE CURRY?
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SX267.WAV.wav,"DRAW EVERY OUTER LINE FIRST, THEN FILL IN THE INTERIOR."
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SX357.WAV.wav,"THE MOISTURE IN MY EYES IS FROM EYEDROPS, NOT FROM TEARS."
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SX447.WAV.wav,FIRST ADD MILK TO THE SHREDDED CHEESE.
TIMIT/data/TRAIN\DR1\MKLS0\VOCODED_SX87.WAV.wav,PRIMITIVE TRIBES HAVE AN UPBEAT ATTITUDE.
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SI1571.WAV.wav,"ICE BATHS, ELECTRIC SHOCKS, LASHINGS, WILD DOGS, TESTICLE CRUSHERS."
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SI1844.WAV.wav,"HELLO, ANYONE AT HOME?"
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SI2201.WAV.wav,JUST LET ME DIE IN PEACE.
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SX131.WAV.wav,WE PLAN TO BUILD A NEW BEVERAGE PLANT.
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SX221.WAV.wav,CORY ATTACKED THE PROJECT WITH EXTRA DETERMINATION.
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SX311.WAV.wav,MY DESIRES ARE SIMPLE: GIVE ME ONE INFORMATIVE PARAGRAPH ON THE SUBJECT.
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SX401.WAV.wav,THE TAXICAB BROKE DOWN AND CAUSED A TRAFFIC JAM.
TIMIT/data/TRAIN\DR1\MKLW0\VOCODED_SX41.WAV.wav,ETIQUETTE MANDATES COMPLIANCE WITH EXISTING REGULATIONS.
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SI1079.WAV.wav,BOYS AND MEN GO ALONG THE RIVERBANK OR TO THE ALCOVES IN THE TOP ARCADE.
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SI1709.WAV.wav,"THOSE LOVELY WHORLS, HE CHORTLED."
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SI2339.WAV.wav,"GOSH, THE HOUSE DOES LOOK LIKE A MORGUE, THOUGH."
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SX179.WAV.wav,WE COULD BARELY SEE THE FJORDS THROUGH THE SNOW FLURRIES.
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SX269.WAV.wav,DO ATYPICAL FARMERS GROW OATS?
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SX359.WAV.wav,"THE SYSTEM MAY BREAK DOWN SOON, SO SAVE YOUR FILES FREQUENTLY."
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SX449.WAV.wav,RALPH PREPARED RED SNAPPER WITH FRESH LEMON SAUCE FOR DINNER.
TIMIT/data/TRAIN\DR1\MMGG0\VOCODED_SX89.WAV.wav,IT'S HARD TO TELL AN ORIGINAL FROM A FORGERY.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SI2034.WAV.wav,MAKE IT COME OFF ALL RIGHT.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SI717.WAV.wav,NOW HERE IS TRULY A MARVEL.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SI774.WAV.wav,PLACE WORK ON A FLAT SURFACE AND SMOOTH OUT.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SX144.WAV.wav,THE WILLOWY WOMAN WORE A MUSKRAT COAT.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SX234.WAV.wav,THE PAPER BOY BOUGHT TWO APPLES AND THREE ICES.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SX324.WAV.wav,THE LOCAL DRUGSTORE WAS CHARGED WITH ILLEGALLY DISPENSING TRANQUILIZERS.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SX414.WAV.wav,IRISH YOUNGSTERS EAT FRESH KIPPERS FOR BREAKFAST.
TIMIT/data/TRAIN\DR1\MMRP0\VOCODED_SX54.WAV.wav,THE EASTERN COAST IS A PLACE FOR PURE PLEASURE AND EXCITEMENT.
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SI1554.WAV.wav,"THEY OFFERED NO OPINIONS, VOLUNTEERED NOTHING, BETRAYED NO EMOTIONS."
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SI675.WAV.wav,"BOTH EVENTUALITIES ARE POSSIBLE LOGICALLY, BUT PRACTICALLY THEY ARE IMPOSSIBLE."
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SI924.WAV.wav,THEY CONSIDER IT SIMPLY A SIGN OF OUR TIMES.
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SX114.WAV.wav,THE CARTOON FEATURES A MUSKRAT AND A TADPOLE.
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SX204.WAV.wav,EVEN I OCCASIONALLY GET THE MONDAY BLUES!
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SX24.WAV.wav,"ALTHOUGH ALWAYS ALONE, WE SURVIVE."
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SX294.WAV.wav,SHOULD GIRAFFES BE KEPT IN SMALL ZOOS?
TIMIT/data/TRAIN\DR1\MPGH0\VOCODED_SX384.WAV.wav,PLEASE SHORTEN THIS SKIRT FOR JOYCE.
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SI1410.WAV.wav,WE WILL ACHIEVE A MORE VIVID SENSE OF WHAT IT IS BY REALIZING WHAT IT IS NOT.
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SI2040.WAV.wav,HIS COMRADES WERE ALL DEAD.
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SI780.WAV.wav,THE SIDE ONES ARE HALF-INCH NARROWER.
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SX150.WAV.wav,VIETNAMESE CUISINE IS EXQUISITE.
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SX240.WAV.wav,IT'S NOT EASY TO CREATE ILLUMINATING EXAMPLES.
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SX330.WAV.wav,COUNT THE NUMBER OF TEASPOONS OF SOYSAUCE THAT YOU ADD.
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SX420.WAV.wav,"SEAMSTRESSES ATTACH ZIPPERS WITH A THIMBLE, NEEDLE, AND THREAD."
TIMIT/data/TRAIN\DR1\MPGR0\VOCODED_SX60.WAV.wav,THE LEGISLATURE MET TO JUDGE THE STATE OF PUBLIC EDUCATION.
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SI1067.WAV.wav,THEIR GAIT IS IMPOSSIBLE TO CONVEY IN WORDS.
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SI1697.WAV.wav,WOULD HAVE BEEN EASY TO IDENTIFY AS OPIUM BY ITS ODOR.
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SI2327.WAV.wav,I'M SORRY BUT I SHALL HAVE TO SEARCH THIS HOUSE.
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SX167.WAV.wav,EMPLOYEE LAYOFFS COINCIDED WITH THE COMPANY'S REORGANIZATION.
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SX24.WAV.wav,"ALTHOUGH ALWAYS ALONE, WE SURVIVE."
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SX257.WAV.wav,WE ARE OPEN EVERY MONDAY EVENING.
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SX437.WAV.wav,THEY USED AN AGGRESSIVE POLICEMAN TO FLAG THOUGHTLESS MOTORISTS.
TIMIT/data/TRAIN\DR1\MPSW0\VOCODED_SX77.WAV.wav,BAGPIPES AND BONGOS ARE MUSICAL INSTRUMENTS.
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SI1954.WAV.wav,"HONEY, HE WHISPERED."
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SI2052.WAV.wav,THE ENTIRE LENGTH OF THE STREET COULD BE RAKED WITH RIFLE FIRE FROM THIS BARN.
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SI792.WAV.wav,"BUT FENCED OR UNFENCED, NO POOL-SIDE IS THE PLACE FOR RUNNING OR HORSEPLAY."
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SX162.WAV.wav,HER AUBURN HAIR REMINDED HIM OF AUTUMN LEAVES.
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SX252.WAV.wav,THE GORGEOUS BUTTERFLY ATE A LOT OF NECTAR.
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SX342.WAV.wav,TAKE CHARGE OF CHOOSING HER BRIDE'S MAIDS' GOWNS.
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SX432.WAV.wav,"COFFEE IS GROWN ON STEEP, JUNGLE-LIKE SLOPES IN TEMPERATE ZONES."
TIMIT/data/TRAIN\DR1\MRAI0\VOCODED_SX72.WAV.wav,SPRING STREET IS STRAIGHT AHEAD.
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SI1428.WAV.wav,INDEX WORDS AND ELECTRONIC SWITCHES MAY BE RESERVED IN THE FOLLOWING WAYS.
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SI2058.WAV.wav,WHY AIN'T YOU PLAYIN' BALL?
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SI798.WAV.wav,"WHEN YOU'RE LESS FATIGUED, THINGS JUST NATURALLY LOOK BRIGHTER."
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SX168.WAV.wav,WHO TOOK THE KAYAK DOWN THE BAYOU?
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SX258.WAV.wav,THE ESSAY UNDENIABLY REFLECTS OUR VIEW ABLY.
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SX348.WAV.wav,I'LL HAVE A SCOOP OF THAT EXOTIC PURPLE AND TURQUOISE SHERBET.
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SX438.WAV.wav,SHELL SHOCK CAUSED BY SHRAPNEL IS SOMETIMES CURED THROUGH GROUP THERAPY.
TIMIT/data/TRAIN\DR1\MRCG0\VOCODED_SX78.WAV.wav,DOCTORS PRESCRIBE DRUGS TOO FREELY.
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SI1050.WAV.wav,BOTH THE CONDITIONS AND THE COMPLICITY ARE DOCUMENTED IN CONSIDERABLE DETAIL.
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SI1680.WAV.wav,HE CHECKED INTO A MOTEL AND DROVE DOWNTOWN.
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SI2310.WAV.wav,AND NOW NORA -- DON'T YOU ENCOURAGE HIM!
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SX150.WAV.wav,VIETNAMESE CUISINE IS EXQUISITE.
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SX240.WAV.wav,IT'S NOT EASY TO CREATE ILLUMINATING EXAMPLES.
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SX277.WAV.wav,THE ROSE CORSAGE SMELLED SWEET.
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SX330.WAV.wav,COUNT THE NUMBER OF TEASPOONS OF SOYSAUCE THAT YOU ADD.
TIMIT/data/TRAIN\DR1\MRDD0\VOCODED_SX60.WAV.wav,THE LEGISLATURE MET TO JUDGE THE STATE OF PUBLIC EDUCATION.
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SI1206.WAV.wav,ALL ABOUT HIM STOOD TOMBSTONES HIS OWN SENSITIVE GREAT HANDS HAD FASHIONED.
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SI1659.WAV.wav,"SOMEWHERE BIRDS WERE SWEETLY CALLING, WERE ANSWERED."
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SI2289.WAV.wav,"FINALLY HE ASKED, DO YOU OBJECT TO PETTING?"
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SX129.WAV.wav,ANGORA CATS ARE FURRIER THAN SIAMESE.
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SX219.WAV.wav,NONPROFIT ORGANIZATIONS HAVE FREQUENT FUND RAISERS.
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SX309.WAV.wav,THE PROOF THAT YOU ARE SEEKING IS NOT AVAILABLE IN BOOKS.
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SX39.WAV.wav,BARB'S GOLD BRACELET WAS A GRADUATION PRESENT.
TIMIT/data/TRAIN\DR1\MRSO0\VOCODED_SX399.WAV.wav,THEY ASSUME NO BURGLAR WILL EVER ENTER HERE.
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SI1102.WAV.wav,THE BEATNIKS CRAVE A SEXUAL EXPERIENCE IN WHICH THEIR WHOLE BEING PARTICIPATES.
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SI1732.WAV.wav,"BITTER, UNREASONING JEALOUSY?"
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SI472.WAV.wav,HE PLAYED BASKETBALL THERE WHILE WORKING TOWARD A LAW DEGREE.
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SX112.WAV.wav,TUGBOATS ARE CAPABLE OF HAULING HUGE LOADS.
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SX202.WAV.wav,HOW MUCH ALLOWANCE DO YOU GET?
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SX22.WAV.wav,"WHEN ALL ELSE FAILS, USE FORCE."
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SX292.WAV.wav,THESE EXCLUSIVE DOCUMENTS MUST BE LOCKED UP AT ALL TIMES.
TIMIT/data/TRAIN\DR1\MRWS0\VOCODED_SX382.WAV.wav,GEORGE IS PARANOID ABOUT A FUTURE GAS SHORTAGE.
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SI1192.WAV.wav,SO OF COURSE HE STAYED PUT.
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SI1822.WAV.wav,"BUT TO THE INFURIATION OF SCIENTISTS, FOR NO KNOWN REASON NOT ALL OF THEM DID."
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SI562.WAV.wav,FAMILY LOYALTIES AND COOPERATIVE WORK HAVE BEEN UNBROKEN FOR GENERATIONS.
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SX112.WAV.wav,TUGBOATS ARE CAPABLE OF HAULING HUGE LOADS.
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SX202.WAV.wav,HOW MUCH ALLOWANCE DO YOU GET?
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SX22.WAV.wav,"WHEN ALL ELSE FAILS, USE FORCE."
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SX292.WAV.wav,THESE EXCLUSIVE DOCUMENTS MUST BE LOCKED UP AT ALL TIMES.
TIMIT/data/TRAIN\DR1\MTJS0\VOCODED_SX382.WAV.wav,GEORGE IS PARANOID ABOUT A FUTURE GAS SHORTAGE.
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SI1235.WAV.wav,WE OFTEN SAY OF A PERSON THAT HE LOOKS YOUNG FOR HIS AGE OR OLD FOR HIS AGE.
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SI1865.WAV.wav,NOW THERE'S NOTHIN LEFT OF ME.
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SI605.WAV.wav,WE WOULD LOSE OUR EXPORT MARKETS AND DENY OURSELVES THE IMPORTS WE NEED.
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SX155.WAV.wav,THE WATER CONTAINED TOO MUCH CHLORINE AND STUNG HIS EYES.
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SX245.WAV.wav,DOES HINDU IDEOLOGY HONOR COWS?
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SX335.WAV.wav,GUS SAW PINE TREES AND REDWOODS ON HIS WALK THROUGH SEQUOIA NATIONAL FOREST.
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SX425.WAV.wav,MOVIES NEVER HAVE ENOUGH VILLAINS.
TIMIT/data/TRAIN\DR1\MTPF0\VOCODED_SX65.WAV.wav,CHALLENGE EACH GENERAL'S INTELLIGENCE.
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SI1548.WAV.wav,"Y'ALL WANNA WALK -- WALK, HE SAID."
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SI2178.WAV.wav,HER COUGH SOUNDED LIKE CLOTH RIPPING.
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SI918.WAV.wav,WE KNOW THAT ACTORS CAN LEARN TO PORTRAY A WIDE VARIETY OF CHARACTER ROLES.
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SX108.WAV.wav,HIS SCALP WAS BLISTERED FROM TODAY'S HOT SUN.
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SX18.WAV.wav,ALIMONY HARMS A DIVORCED MAN'S WEALTH.
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SX198.WAV.wav,NORWEGIAN SWEATERS ARE MADE OF LAMB'S WOOL.
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SX288.WAV.wav,BRUSH FIRES ARE COMMON IN THE DRY UNDERBRUSH OF NEVADA.
TIMIT/data/TRAIN\DR1\MTRR0\VOCODED_SX378.WAV.wav,I JUST SAW JIM NEAR THE NEW ARCHEOLOGICAL MUSEUM.
TIMIT/data/TRAIN\DR1\MWAD0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR1\MWAD0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR1\MWAD0\VOCODED_SI1062.WAV.wav,VITAL QUESTIONS WOULD BE QUICKLY ANSWERED ACCORDING TO A PREPREPARED AGENDA.
TIMIT/data/TRAIN\DR1\MWAD0\VOCODED_SI1749.WAV.wav,NEVERTHELESS IT'S TRUE.
